,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,pKi,relation,units,Ki,target_chembl_id,target_organism,type
142,395584,CHEMBL642333,Inhibition of stimulation by 5'-(N-ethylcarbamoyl) adenosine of adenyl cyclase via A2 adenosine receptor in human platelet membranes,B,CHEMBL158507,5.68,=,nM,2100.0,CHEMBL251,Homo sapiens,Ki
143,397472,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL339522,7.41,=,nM,39.0,CHEMBL251,Homo sapiens,Ki
144,402704,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL128176,8.29,=,nM,5.1,CHEMBL251,Homo sapiens,Ki
145,402706,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131175,7.44,=,nM,36.0,CHEMBL251,Homo sapiens,Ki
146,404091,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL334336,9.1,=,nM,0.8,CHEMBL251,Homo sapiens,Ki
147,406716,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131535,8.74,=,nM,1.8,CHEMBL251,Homo sapiens,Ki
148,406718,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL337080,10.3,=,nM,0.05,CHEMBL251,Homo sapiens,Ki
149,409197,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131280,6.77,=,nM,171.0,CHEMBL251,Homo sapiens,Ki
150,416479,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL340674,8.66,=,nM,2.2,CHEMBL251,Homo sapiens,Ki
151,416481,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL336608,10.52,=,nM,0.03,CHEMBL251,Homo sapiens,Ki
152,418829,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131534,7.07,=,nM,85.0,CHEMBL251,Homo sapiens,Ki
153,426672,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL284969,7.77,=,nM,17.0,CHEMBL251,Homo sapiens,Ki
154,426674,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL446616,7.6,=,nM,25.0,CHEMBL251,Homo sapiens,Ki
155,427922,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL130830,10.0,=,nM,0.1,CHEMBL251,Homo sapiens,Ki
156,474350,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113451,7.06,=,nM,88.0,CHEMBL251,Homo sapiens,Ki
157,476565,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL416537,7.84,=,nM,14.6,CHEMBL251,Homo sapiens,Ki
158,477802,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL416354,7.73,=,nM,18.7,CHEMBL251,Homo sapiens,Ki
159,477805,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL273578,7.07,=,nM,85.8,CHEMBL251,Homo sapiens,Ki
160,481714,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113454,7.6,=,nM,25.0,CHEMBL251,Homo sapiens,Ki
161,485289,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113446,7.6,=,nM,25.0,CHEMBL251,Homo sapiens,Ki
162,487695,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113445,7.35,=,nM,45.0,CHEMBL251,Homo sapiens,Ki
163,491184,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113460,7.6,=,nM,25.0,CHEMBL251,Homo sapiens,Ki
164,492381,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113464,6.14,=,nM,720.0,CHEMBL251,Homo sapiens,Ki
165,493538,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL274267,5.86,=,nM,1370.0,CHEMBL251,Homo sapiens,Ki
166,493541,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL279870,7.18,=,nM,66.0,CHEMBL251,Homo sapiens,Ki
167,495772,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113461,7.61,=,nM,24.3,CHEMBL251,Homo sapiens,Ki
168,495776,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113456,6.01,=,nM,980.0,CHEMBL251,Homo sapiens,Ki
169,496839,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113452,7.6,=,nM,25.0,CHEMBL251,Homo sapiens,Ki
170,497946,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL278197,7.31,=,nM,49.0,CHEMBL251,Homo sapiens,Ki
171,504232,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113444,7.72,=,nM,19.0,CHEMBL251,Homo sapiens,Ki
172,506589,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL274274,8.19,=,nM,6.5,CHEMBL251,Homo sapiens,Ki
173,506592,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL16643,7.14,=,nM,72.0,CHEMBL251,Homo sapiens,Ki
174,507925,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113458,6.9,=,nM,125.0,CHEMBL251,Homo sapiens,Ki
175,509130,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113463,6.75,=,nM,180.0,CHEMBL251,Homo sapiens,Ki
176,510330,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL16416,6.42,=,nM,376.0,CHEMBL251,Homo sapiens,Ki
177,510394,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113453,6.0,=,nM,1000.0,CHEMBL251,Homo sapiens,Ki
178,511447,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113455,7.6,=,nM,25.0,CHEMBL251,Homo sapiens,Ki
179,511451,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113457,6.68,=,nM,210.0,CHEMBL251,Homo sapiens,Ki
180,523433,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL2094089,7.42,=,nM,38.1,CHEMBL251,Homo sapiens,Ki
181,523439,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL273094,8.1,=,nM,7.89,CHEMBL251,Homo sapiens,Ki
182,523442,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL945,4.92,=,nM,12000.0,CHEMBL251,Homo sapiens,Ki
183,524827,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL193,4.65,=,nM,22200.0,CHEMBL251,Homo sapiens,Ki
184,542057,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL309490,4.78,=,nM,16700.0,CHEMBL251,Homo sapiens,Ki
185,543391,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL119709,6.43,=,nM,370.0,CHEMBL251,Homo sapiens,Ki
186,550777,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL87496,4.14,=,nM,72600.0,CHEMBL251,Homo sapiens,Ki
187,633597,CHEMBL649776,Displacement of [3H]- CGS-21680 from Adenosine A2a receptor in bovine striatal membranes.,B,CHEMBL148074,5.39,=,nM,4100.0,CHEMBL251,Homo sapiens,Ki
188,636976,CHEMBL644655,Binding affinity against WT human adenosine A2A receptor expressed in CHO cells using [3H]- ZM-241385,B,CHEMBL144521,7.1,=,nM,79.0,CHEMBL251,Homo sapiens,Ki
189,636983,CHEMBL644655,Binding affinity against WT human adenosine A2A receptor expressed in CHO cells using [3H]- ZM-241385,B,CHEMBL129903,7.34,=,nM,46.1,CHEMBL251,Homo sapiens,Ki
190,645554,CHEMBL649776,Displacement of [3H]- CGS-21680 from Adenosine A2a receptor in bovine striatal membranes.,B,CHEMBL358076,5.58,=,nM,2600.0,CHEMBL251,Homo sapiens,Ki
191,645556,CHEMBL644655,Binding affinity against WT human adenosine A2A receptor expressed in CHO cells using [3H]- ZM-241385,B,CHEMBL302376,6.27,=,nM,534.0,CHEMBL251,Homo sapiens,Ki
192,646781,CHEMBL644655,Binding affinity against WT human adenosine A2A receptor expressed in CHO cells using [3H]- ZM-241385,B,CHEMBL281805,9.66,=,nM,0.22,CHEMBL251,Homo sapiens,Ki
193,651591,CHEMBL649776,Displacement of [3H]- CGS-21680 from Adenosine A2a receptor in bovine striatal membranes.,B,CHEMBL149732,5.6,=,nM,2500.0,CHEMBL251,Homo sapiens,Ki
194,653805,CHEMBL649776,Displacement of [3H]- CGS-21680 from Adenosine A2a receptor in bovine striatal membranes.,B,CHEMBL147582,5.5,=,nM,3200.0,CHEMBL251,Homo sapiens,Ki
195,653808,CHEMBL644655,Binding affinity against WT human adenosine A2A receptor expressed in CHO cells using [3H]- ZM-241385,B,CHEMBL132629,7.17,=,nM,67.0,CHEMBL251,Homo sapiens,Ki
196,654995,CHEMBL649776,Displacement of [3H]- CGS-21680 from Adenosine A2a receptor in bovine striatal membranes.,B,CHEMBL355898,5.37,=,nM,4300.0,CHEMBL251,Homo sapiens,Ki
197,657387,CHEMBL649776,Displacement of [3H]- CGS-21680 from Adenosine A2a receptor in bovine striatal membranes.,B,CHEMBL358341,6.17,=,nM,682.0,CHEMBL251,Homo sapiens,Ki
198,676509,CHEMBL647481,Displacement of [3H]-CGS- 21680 from human adenosine A2A receptor expressed in HEK cells.,B,CHEMBL2112095,4.0,=,nM,100000.0,CHEMBL251,Homo sapiens,Ki
199,714999,CHEMBL649701,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 47-93,B,CHEMBL350830,7.18,=,nM,66.0,CHEMBL251,Homo sapiens,Ki
200,715006,CHEMBL647493,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL165073,6.47,=,nM,335.0,CHEMBL251,Homo sapiens,Ki
201,716165,CHEMBL648832,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 1220-1590,B,CHEMBL329791,5.86,=,nM,1390.0,CHEMBL251,Homo sapiens,Ki
202,717480,CHEMBL646730,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 362-445,B,CHEMBL353299,6.4,=,nM,401.0,CHEMBL251,Homo sapiens,Ki
203,718729,CHEMBL647493,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL141550,8.02,=,nM,9.5,CHEMBL251,Homo sapiens,Ki
204,719798,CHEMBL646728,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 34-50,B,CHEMBL165778,7.38,=,nM,42.0,CHEMBL251,Homo sapiens,Ki
205,719805,CHEMBL646729,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 36-70,B,CHEMBL165620,7.3,=,nM,50.0,CHEMBL251,Homo sapiens,Ki
206,720842,CHEMBL648205,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL324512,6.23,=,nM,594.0,CHEMBL251,Homo sapiens,Ki
207,721913,CHEMBL648830,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 114-179,B,CHEMBL349019,6.84,=,nM,143.0,CHEMBL251,Homo sapiens,Ki
208,721921,CHEMBL643205,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 83-120,B,CHEMBL348925,7.0,=,nM,100.0,CHEMBL251,Homo sapiens,Ki
209,721929,CHEMBL648203,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 91-137,B,CHEMBL424161,6.96,=,nM,111.0,CHEMBL251,Homo sapiens,Ki
210,723054,CHEMBL645043,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 511-648,B,CHEMBL165083,6.24,=,nM,576.0,CHEMBL251,Homo sapiens,Ki
211,723061,CHEMBL646721,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 24-48,B,CHEMBL164509,7.47,=,nM,34.0,CHEMBL251,Homo sapiens,Ki
212,724306,CHEMBL645046,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 70-130,B,CHEMBL423934,7.02,=,nM,95.0,CHEMBL251,Homo sapiens,Ki
213,725408,CHEMBL649702,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 48-78,B,CHEMBL164685,7.22,=,nM,60.0,CHEMBL251,Homo sapiens,Ki
214,725415,CHEMBL647494,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 83-120,B,CHEMBL349716,7.0,=,nM,100.0,CHEMBL251,Homo sapiens,Ki
215,725422,CHEMBL647493,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL167915,6.3,=,nM,503.0,CHEMBL251,Homo sapiens,Ki
216,726716,CHEMBL648831,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 120-155,B,CHEMBL302765,6.85,=,nM,140.0,CHEMBL251,Homo sapiens,Ki
217,726723,CHEMBL649703,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 51-55,B,CHEMBL165044,7.28,=,nM,53.0,CHEMBL251,Homo sapiens,Ki
218,728031,CHEMBL648997,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 140-186,B,CHEMBL164992,6.8,=,nM,160.0,CHEMBL251,Homo sapiens,Ki
219,728039,CHEMBL646722,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 240-388,B,CHEMBL350573,6.52,=,nM,305.0,CHEMBL251,Homo sapiens,Ki
220,729118,CHEMBL649699,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 40-96,B,CHEMBL168018,7.21,=,nM,62.0,CHEMBL251,Homo sapiens,Ki
221,729125,CHEMBL647496,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 103-142,B,CHEMBL350042,6.92,=,nM,121.0,CHEMBL251,Homo sapiens,Ki
222,729132,CHEMBL649705,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 71-111,B,CHEMBL349611,7.04,=,nM,91.0,CHEMBL251,Homo sapiens,Ki
223,729424,CHEMBL644669,Displacement of [3H]NECA from human adenosine A2A receptor in stably transfected CHO cells,B,CHEMBL36786,5.7,=,nM,2000.0,CHEMBL251,Homo sapiens,Ki
224,730277,CHEMBL646716,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 114-170,B,CHEMBL164381,6.85,=,nM,140.0,CHEMBL251,Homo sapiens,Ki
225,731450,CHEMBL649001,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 174-230,B,CHEMBL164281,6.7,=,nM,200.0,CHEMBL251,Homo sapiens,Ki
226,731458,CHEMBL648204,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 96-133,B,CHEMBL350261,6.95,=,nM,113.0,CHEMBL251,Homo sapiens,Ki
227,731465,CHEMBL647493,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL355415,5.95,=,nM,1115.0,CHEMBL251,Homo sapiens,Ki
228,731731,CHEMBL644669,Displacement of [3H]NECA from human adenosine A2A receptor in stably transfected CHO cells,B,CHEMBL36160,5.11,=,nM,7750.0,CHEMBL251,Homo sapiens,Ki
229,733775,CHEMBL645045,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 65-92,B,CHEMBL330286,7.1,=,nM,80.0,CHEMBL251,Homo sapiens,Ki
230,733782,CHEMBL649698,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 40-62,B,CHEMBL350205,7.3,=,nM,50.0,CHEMBL251,Homo sapiens,Ki
231,733789,CHEMBL648201,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 78-114,B,CHEMBL164325,7.02,=,nM,95.0,CHEMBL251,Homo sapiens,Ki
232,733796,CHEMBL647493,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL354161,6.16,=,nM,695.0,CHEMBL251,Homo sapiens,Ki
233,736352,CHEMBL648202,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 8-18,B,CHEMBL351075,7.92,=,nM,12.0,CHEMBL251,Homo sapiens,Ki
234,736359,CHEMBL646718,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 123-162,B,CHEMBL164905,6.85,=,nM,140.0,CHEMBL251,Homo sapiens,Ki
235,736648,CHEMBL644669,Displacement of [3H]NECA from human adenosine A2A receptor in stably transfected CHO cells,B,CHEMBL288258,5.75,=,nM,1780.0,CHEMBL251,Homo sapiens,Ki
236,737772,CHEMBL644409,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 33-48,B,CHEMBL352796,7.4,=,nM,40.0,CHEMBL251,Homo sapiens,Ki
237,737779,CHEMBL649704,"Displacement of [3H]SCH-58,261 from human Adenosine A2A receptor expressed in HEK293 cells; range 543-820",B,CHEMBL166301,6.18,=,nM,667.0,CHEMBL251,Homo sapiens,Ki
238,739004,CHEMBL645044,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 552-839,B,CHEMBL165224,6.17,=,nM,680.0,CHEMBL251,Homo sapiens,Ki
239,739012,CHEMBL648829,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 112-177,B,CHEMBL164686,6.85,=,nM,140.0,CHEMBL251,Homo sapiens,Ki
240,739020,CHEMBL646720,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 18-33,B,CHEMBL166684,7.62,=,nM,24.0,CHEMBL251,Homo sapiens,Ki
241,740185,CHEMBL649706,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 73-138,B,CHEMBL165560,7.0,=,nM,100.0,CHEMBL251,Homo sapiens,Ki
242,740192,CHEMBL647493,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL165910,6.21,=,nM,614.0,CHEMBL251,Homo sapiens,Ki
243,741597,CHEMBL643206,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 830-1310,B,CHEMBL65271,5.98,=,nM,1040.0,CHEMBL251,Homo sapiens,Ki
244,741604,CHEMBL648828,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 103-140,B,CHEMBL572765,6.92,=,nM,120.0,CHEMBL251,Homo sapiens,Ki
245,741612,CHEMBL648998,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 146-220,B,CHEMBL351211,6.75,=,nM,180.0,CHEMBL251,Homo sapiens,Ki
246,741620,CHEMBL649005,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 300-414,B,CHEMBL164275,6.45,=,nM,352.0,CHEMBL251,Homo sapiens,Ki
247,741954,CHEMBL644669,Displacement of [3H]NECA from human adenosine A2A receptor in stably transfected CHO cells,B,CHEMBL289982,5.34,=,nM,4570.0,CHEMBL251,Homo sapiens,Ki
248,741960,CHEMBL644669,Displacement of [3H]NECA from human adenosine A2A receptor in stably transfected CHO cells,B,CHEMBL36789,5.62,=,nM,2410.0,CHEMBL251,Homo sapiens,Ki
249,741966,CHEMBL644669,Displacement of [3H]NECA from human adenosine A2A receptor in stably transfected CHO cells,B,CHEMBL279391,5.25,=,nM,5660.0,CHEMBL251,Homo sapiens,Ki
250,743025,CHEMBL649700,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 402-608,B,CHEMBL352707,6.3,=,nM,495.0,CHEMBL251,Homo sapiens,Ki
251,744366,CHEMBL647495,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 102-215,B,CHEMBL349240,6.83,=,nM,148.0,CHEMBL251,Homo sapiens,Ki
252,744373,CHEMBL646723,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 25-40,B,CHEMBL349954,7.51,=,nM,31.0,CHEMBL251,Homo sapiens,Ki
