,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,pchembl_value,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
133,332198,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL97624,6.31,=,nM,490.0,CHEMBL251,Homo sapiens,Ki,nM,490.0
134,334954,CHEMBL639492,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,CHEMBL105000,5.00,=,nM,10000.0,CHEMBL251,Homo sapiens,Ki,nM,10000.0
135,334957,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL105000,6.68,=,nM,210.0,CHEMBL251,Homo sapiens,Ki,nM,210.0
136,334960,CHEMBL639492,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,CHEMBL323303,6.64,=,nM,230.0,CHEMBL251,Homo sapiens,Ki,nM,230.0
137,334963,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL323303,5.89,=,nM,1300.0,CHEMBL251,Homo sapiens,Ki,nM,1300.0
138,340220,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL321330,5.12,=,nM,7500.0,CHEMBL251,Homo sapiens,Ki,nM,7500.0
139,341399,CHEMBL639492,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,CHEMBL97337,6.38,=,nM,420.0,CHEMBL251,Homo sapiens,Ki,nM,420.0
140,341402,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL97337,6.68,=,nM,210.0,CHEMBL251,Homo sapiens,Ki,nM,210.0
141,342506,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL97037,5.70,=,nM,2000.0,CHEMBL251,Homo sapiens,Ki,nM,2000.0
142,342512,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL97895,5.82,=,nM,1500.0,CHEMBL251,Homo sapiens,Ki,nM,1500.0
143,343684,CHEMBL639492,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,CHEMBL316630,6.34,=,nM,460.0,CHEMBL251,Homo sapiens,Ki,nM,460.0
144,343687,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL316630,6.19,=,nM,640.0,CHEMBL251,Homo sapiens,Ki,nM,640.0
145,345142,CHEMBL639492,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,CHEMBL95384,6.33,=,nM,470.0,CHEMBL251,Homo sapiens,Ki,nM,470.0
146,345145,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL95384,7.40,=,nM,40.0,CHEMBL251,Homo sapiens,Ki,nM,40.0
147,345148,CHEMBL639492,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,CHEMBL102430,5.23,=,nM,5900.0,CHEMBL251,Homo sapiens,Ki,nM,5900.0
148,345151,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL102430,5.05,=,nM,9000.0,CHEMBL251,Homo sapiens,Ki,nM,9000.0
149,350104,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100832,4.54,=,nM,28900.0,CHEMBL251,Homo sapiens,Ki,uM,28.9
150,351766,CHEMBL644662,Binding affinity for human adenosine A2A receptor in CHO cells using [3H]CGS-21680,B,CHEMBL200732,6.65,=,nM,223.0,CHEMBL251,Homo sapiens,Ki,nM,223.0
151,354434,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL101391,5.35,=,nM,4500.0,CHEMBL251,Homo sapiens,Ki,uM,4.5
152,355887,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL328812,4.34,=,nM,46000.0,CHEMBL251,Homo sapiens,Ki,uM,46.0
153,355890,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL323074,4.66,=,nM,21700.0,CHEMBL251,Homo sapiens,Ki,uM,21.7
154,357343,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL113,4.32,=,nM,48000.0,CHEMBL251,Homo sapiens,Ki,uM,48.0
155,358759,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL319555,5.08,=,nM,8400.0,CHEMBL251,Homo sapiens,Ki,uM,8.4
156,359031,CHEMBL644662,Binding affinity for human adenosine A2A receptor in CHO cells using [3H]CGS-21680,B,CHEMBL203357,6.80,=,nM,158.0,CHEMBL251,Homo sapiens,Ki,nM,158.0
157,361312,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL319534,4.31,=,nM,49000.0,CHEMBL251,Homo sapiens,Ki,uM,49.0
158,365765,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL101554,4.64,=,nM,22900.0,CHEMBL251,Homo sapiens,Ki,uM,22.9
159,366158,CHEMBL644662,Binding affinity for human adenosine A2A receptor in CHO cells using [3H]CGS-21680,B,CHEMBL431733,5.27,=,nM,5360.0,CHEMBL251,Homo sapiens,Ki,nM,5360.0
160,370041,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL190,4.60,=,nM,25000.0,CHEMBL251,Homo sapiens,Ki,uM,25.0
161,370044,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100810,4.28,=,nM,52800.0,CHEMBL251,Homo sapiens,Ki,uM,52.8
162,377047,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100347,4.89,=,nM,13000.0,CHEMBL251,Homo sapiens,Ki,uM,13.0
163,377050,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100440,4.87,=,nM,13500.0,CHEMBL251,Homo sapiens,Ki,uM,13.5
164,382679,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100909,,=,nM,292000.0,CHEMBL251,Homo sapiens,Ki,uM,292.0
165,382682,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100389,,=,nM,250000.0,CHEMBL251,Homo sapiens,Ki,uM,250.0
166,384069,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL183,6.47,=,nM,340.0,CHEMBL251,Homo sapiens,Ki,uM,0.34
167,387525,CHEMBL642228,Percent displacement of [3H]CGS-21680 from human adenosine A2A receptor expressed in CHO cells at 10 uM,B,CHEMBL201706,7.70,=,nM,20.0,CHEMBL251,Homo sapiens,Ki,nM,20.0
168,388766,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL101525,4.24,=,nM,58000.0,CHEMBL251,Homo sapiens,Ki,uM,58.0
169,388769,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100346,5.00,=,nM,10000.0,CHEMBL251,Homo sapiens,Ki,uM,10.0
170,391068,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131457,9.80,=,nM,0.16,CHEMBL251,Homo sapiens,Ki,nM,0.16
171,392420,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131242,10.10,=,nM,0.08,CHEMBL251,Homo sapiens,Ki,nM,0.08
172,393580,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL435188,8.21,=,nM,6.2,CHEMBL251,Homo sapiens,Ki,nM,6.2
173,395584,CHEMBL642333,Inhibition of stimulation by 5'-(N-ethylcarbamoyl) adenosine of adenyl cyclase via A2 adenosine receptor in human platelet membranes,B,CHEMBL158507,5.68,=,nM,2100.0,CHEMBL251,Homo sapiens,Ki,uM,2.1
174,397472,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL339522,7.41,=,nM,39.0,CHEMBL251,Homo sapiens,Ki,nM,39.0
175,402704,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL128176,8.29,=,nM,5.1,CHEMBL251,Homo sapiens,Ki,nM,5.1
176,402706,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131175,7.44,=,nM,36.0,CHEMBL251,Homo sapiens,Ki,nM,36.0
177,404091,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL334336,9.10,=,nM,0.8,CHEMBL251,Homo sapiens,Ki,nM,0.8
178,406716,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131535,8.74,=,nM,1.8,CHEMBL251,Homo sapiens,Ki,nM,1.8
179,406718,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL337080,10.30,=,nM,0.05,CHEMBL251,Homo sapiens,Ki,nM,0.05
180,409197,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131280,6.77,=,nM,171.0,CHEMBL251,Homo sapiens,Ki,nM,171.0
181,413968,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL464859,9.00,=,nM,1.0,CHEMBL251,Homo sapiens,Ki,nM,1.0
182,416479,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL340674,8.66,=,nM,2.2,CHEMBL251,Homo sapiens,Ki,nM,2.2
183,416481,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL336608,10.52,=,nM,0.03,CHEMBL251,Homo sapiens,Ki,nM,0.03
184,418829,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131534,7.07,=,nM,85.0,CHEMBL251,Homo sapiens,Ki,nM,85.0
185,426672,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL284969,7.77,=,nM,17.0,CHEMBL251,Homo sapiens,Ki,nM,17.0
186,426674,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL446616,7.60,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
187,427922,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL130830,10.00,=,nM,0.1,CHEMBL251,Homo sapiens,Ki,nM,0.1
188,474350,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113451,7.06,=,nM,88.0,CHEMBL251,Homo sapiens,Ki,nM,88.0
189,476565,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL416537,7.84,=,nM,14.6,CHEMBL251,Homo sapiens,Ki,nM,14.6
190,477802,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL416354,7.73,=,nM,18.7,CHEMBL251,Homo sapiens,Ki,nM,18.7
191,477805,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL273578,7.07,=,nM,85.8,CHEMBL251,Homo sapiens,Ki,nM,85.8
192,481714,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113454,7.60,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
193,485289,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113446,7.60,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
194,487695,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113445,7.35,=,nM,45.0,CHEMBL251,Homo sapiens,Ki,nM,45.0
195,488789,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL284969,6.19,=,nM,639.0,CHEMBL251,Homo sapiens,Ki,nM,639.0
196,491184,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113460,7.60,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
197,492381,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113464,6.14,=,nM,720.0,CHEMBL251,Homo sapiens,Ki,nM,720.0
198,493538,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL274267,5.86,=,nM,1370.0,CHEMBL251,Homo sapiens,Ki,nM,1370.0
199,493541,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL279870,7.18,=,nM,66.0,CHEMBL251,Homo sapiens,Ki,nM,66.0
200,495772,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113461,7.61,=,nM,24.3,CHEMBL251,Homo sapiens,Ki,nM,24.3
201,495776,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113456,6.01,=,nM,980.0,CHEMBL251,Homo sapiens,Ki,nM,980.0
202,496839,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113452,7.60,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
203,497946,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL278197,7.31,=,nM,49.0,CHEMBL251,Homo sapiens,Ki,nM,49.0
204,504232,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113444,7.72,=,nM,19.0,CHEMBL251,Homo sapiens,Ki,nM,19.0
205,505512,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL464859,7.22,=,nM,60.0,CHEMBL251,Homo sapiens,Ki,nM,60.0
206,506589,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL274274,8.19,=,nM,6.5,CHEMBL251,Homo sapiens,Ki,nM,6.5
207,506592,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL16643,7.14,=,nM,72.0,CHEMBL251,Homo sapiens,Ki,nM,72.0
208,507925,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113458,6.90,=,nM,125.0,CHEMBL251,Homo sapiens,Ki,nM,125.0
209,509130,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113463,6.75,=,nM,180.0,CHEMBL251,Homo sapiens,Ki,nM,180.0
210,510330,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL16416,6.42,=,nM,376.0,CHEMBL251,Homo sapiens,Ki,nM,376.0
211,510394,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113453,6.00,=,nM,1000.0,CHEMBL251,Homo sapiens,Ki,nM,1000.0
212,511447,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113455,7.60,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
213,511451,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113457,6.68,=,nM,210.0,CHEMBL251,Homo sapiens,Ki,nM,210.0
214,523433,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL2094089,7.42,=,nM,38.1,CHEMBL251,Homo sapiens,Ki,nM,38.1
215,523434,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL2094089,7.72,=,nM,18.9,CHEMBL251,Homo sapiens,Ki,nM,18.9
216,523435,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL2094089,7.45,=,nM,35.9,CHEMBL251,Homo sapiens,Ki,nM,35.9
217,523436,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL16687,9.85,=,nM,0.142,CHEMBL251,Homo sapiens,Ki,nM,0.142
218,523437,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL16687,9.07,=,nM,0.842,CHEMBL251,Homo sapiens,Ki,nM,0.842
219,523438,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL16687,9.34,=,nM,0.457,CHEMBL251,Homo sapiens,Ki,nM,0.457
220,523439,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL273094,8.10,=,nM,7.89,CHEMBL251,Homo sapiens,Ki,nM,7.89
221,523440,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL273094,7.34,=,nM,45.6,CHEMBL251,Homo sapiens,Ki,nM,45.6
222,523441,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL273094,7.81,=,nM,15.6,CHEMBL251,Homo sapiens,Ki,nM,15.6
223,523442,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL945,4.92,=,nM,12000.0,CHEMBL251,Homo sapiens,Ki,nM,12000.0
224,523443,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL945,4.94,=,nM,11600.0,CHEMBL251,Homo sapiens,Ki,nM,11600.0
225,523444,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL945,5.48,=,nM,3280.0,CHEMBL251,Homo sapiens,Ki,nM,3280.0
226,524826,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL193,,=,nM,244000.0,CHEMBL251,Homo sapiens,Ki,nM,244000.0
227,524827,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL193,4.65,=,nM,22200.0,CHEMBL251,Homo sapiens,Ki,nM,22200.0
228,524828,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL193,4.65,=,nM,22200.0,CHEMBL251,Homo sapiens,Ki,nM,22200.0
229,531498,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL183,6.65,=,nM,226.0,CHEMBL251,Homo sapiens,Ki,nM,226.0
230,531499,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL183,6.10,=,nM,788.0,CHEMBL251,Homo sapiens,Ki,nM,788.0
231,531500,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL183,6.54,=,nM,291.0,CHEMBL251,Homo sapiens,Ki,nM,291.0
232,542057,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL309490,4.78,=,nM,16700.0,CHEMBL251,Homo sapiens,Ki,nM,16700.0
233,542058,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL309490,4.74,=,nM,18100.0,CHEMBL251,Homo sapiens,Ki,nM,18100.0
234,542059,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL309490,4.48,=,nM,33000.0,CHEMBL251,Homo sapiens,Ki,nM,33000.0
235,543391,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL119709,6.43,=,nM,370.0,CHEMBL251,Homo sapiens,Ki,nM,370.0
